sentence_id,sentence,source,verified_triples,verified_count
473,"Singular solutions in general relativity
Only a few months after Einstein published the field equations describing general relativity, astrophysicist Karl Schwarzschild set out to apply the idea to stars.",Black hole,"[{""triple"": [""Karl Schwarzschild"", ""set out to apply the idea to"", ""stars""], ""label"": ""entailment"", ""confidence"": 0.6571}, {""triple"": [""Einstein"", ""published"", ""the field equations describing general relativity""], ""label"": ""entailment"", ""confidence"": 0.6571}]",2
474,He assumed spherical symmetry with no spin and found a solution to Einstein's equations.,Black hole,"[{""triple"": [""He"", ""assumed"", ""spherical symmetry with no spin""], ""label"": ""entailment"", ""confidence"": 0.6981}, {""triple"": [""He"", ""found"", ""a solution to Einstein's equations""], ""label"": ""entailment"", ""confidence"": 0.6981}]",2
475,"A few months after Schwarzschild, Johannes Droste, a student of Hendrik Lorentz, independently gave the same solution.",Black hole,"[{""triple"": [""Johannes Droste"", ""was a student of"", ""Hendrik Lorentz""], ""label"": ""entailment"", ""confidence"": 0.7361}]",1
476,"At a certain radius from the centre of the mass, the Schwarzschild solution became singular, meaning that some of the terms in the Einstein equations became infinite.",Black hole,[],0
477,"Black holes are among the most mysterious cosmic objects, much studied but not fully understood.",https://science.nasa.gov/universe/black-holes/,[],0
478,They’re huge concentrations of matter packed into very tiny spaces.,https://science.nasa.gov/universe/black-holes/,[],0
479,"A black hole is so dense that gravity just beneath its surface, the event horizon, is strong enough that nothing – not even light – can escape.",https://science.nasa.gov/universe/black-holes/,[],0
480,The event horizon isn’t a surface like Earth’s or even the Sun’s.,https://science.nasa.gov/universe/black-holes/,[],0
481,It’s a boundary that contains all the matter that makes up the black hole.,https://science.nasa.gov/universe/black-holes/,[],0
482,"There is much we don’t know about black holes, like what matter looks like inside their event horizons.",https://science.nasa.gov/universe/black-holes/,[],0
483,"However, there is a lot that scientists do know about black holes.",https://science.nasa.gov/universe/black-holes/,[],0
484,"Black holes don’t emit or reflect light, making them effectively invisible to telescopes.",https://science.nasa.gov/universe/black-holes/,[],0
485,"Scientists primarily detect and study them based on how they affect their surroundings:
The nearest known black hole, called Gaia BH1, is about 1,500 light-years away.",https://science.nasa.gov/universe/black-holes/,"[{""triple"": [""Gaia BH1"", ""is"", ""1,500 light-years away""], ""label"": ""entailment"", ""confidence"": 0.6886}, {""triple"": [""Gaia BH1"", ""is a"", ""black hole""], ""label"": ""entailment"", ""confidence"": 0.6886}]",2
486,"The most distant black hole detected, at the center of a galaxy called QSO J0313-1806, is around 13 billion light-years away.",https://science.nasa.gov/universe/black-holes/,[],0
487,"The most massive black hole observed, TON 618, tips the scales at 66 billion times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,"[{""triple"": [""TON 618"", ""tips the scales at"", ""66 billion times the Sun's mass""], ""label"": ""entailment"", ""confidence"": 0.6696}, {""triple"": [""TON 618"", ""is"", ""the most massive black hole observed""], ""label"": ""entailment"", ""confidence"": 0.6696}]",2
488,The lightest-known black hole is only 3.8 times the Sun’s mass.,https://science.nasa.gov/universe/black-holes/,[],0
489,It’s paired up with a star.,https://science.nasa.gov/universe/black-holes/,[],0
490,A real term that describes what happens when matter gets too close to a black hole.,https://science.nasa.gov/universe/black-holes/,[],0
491,"It’s squeezed horizontally and stretched vertically, resembling a noodle.",https://science.nasa.gov/universe/black-holes/,[],0
492,"The fastest-known – named GRS 1915+105 – clocks in at over 1,000 rotations per second.",https://science.nasa.gov/universe/black-holes/,"[{""triple"": [""GRS 1915+105"", ""clocks in at"", ""over 1,000 rotations per second""], ""label"": ""entailment"", ""confidence"": 0.7559}]",1
493,Monster black holes at the centers of galaxies can launch particles to near light speed.,https://science.nasa.gov/universe/black-holes/,[],0
494,"If you replaced the Sun with a black hole of the same mass, the solar system would get a lot colder, but the planets would stay in their orbits.",https://science.nasa.gov/universe/black-holes/,[],0
495,One type of black hole is born when massive stars run out of fuel and explode in supernovae.,https://science.nasa.gov/universe/black-holes/,"[{""triple"": [""black hole"", ""is a type of"", ""One type of black hole""], ""label"": ""entailment"", ""confidence"": 0.7197}, {""triple"": [""massive stars"", ""run out of fuel and explode in"", ""supernovae""], ""label"": ""entailment"", ""confidence"": 0.7197}]",2
496,Most Milky Way-sized galaxies have monster black holes at their centers.,https://science.nasa.gov/universe/black-holes/,[],0
497,"Our is called Sagittarius A* , and it’s 4 million times the Sun’s mass.",https://science.nasa.gov/universe/black-holes/,"[{""triple"": [""Our"", ""is called"", ""Sagittarius A*""], ""label"": ""entailment"", ""confidence"": 0.7159}, {""triple"": [""Our"", ""is"", ""4 million times the Sun's mass""], ""label"": ""entailment"", ""confidence"": 0.7159}]",2
498,"NASA Connects Little Red Dots with Chandra, Webb
Archival Data From NASA’s NEOWISE",https://science.nasa.gov/universe/black-holes/,[],0
499,"Tracks Star Turning Into Black Hole
NASA, Partners Advance LISA Prototype Hardware
NASA’s Webb Delivers Unprecedented Look Into Heart of Circinus Galaxy
NASA’s Chandra Finds Small Galaxies May Buck the Black Hole Trend
Universe
Galaxies
Stars
Exoplanets",https://science.nasa.gov/universe/black-holes/,[],0
